,BGc,,BGp,,CZc,,CZp,,DEc,,DEp,,DKc,,DKp,,ESc,,ESp,,FIc,,FIp,,HRc,,HRp,,HUc,,HUp,,ITc,,ITp,,IEc,,NLc,,NLp,,PLc,,PLp,,ROc,,ROp,,GRc,,GRp,,
,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,b,t,
main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20._at,0.2602386,8.877958,0.7460174,12.35068,0.1860915,6.036393,1.930019,20.99597,0.4349144,12.33185,1.927537,23.64344,0.2826155,4.000884,1.872568,21.35845,0.7272228,7.569136,2.037608,24.93241,0.4997115,7.713968,1.069056,9.107551,0.1091168,2.423967,2.024756,22.91091,0.0675643,1.566026,2.010706,22.58493,0.6565421,9.032436,2.316745,24.67422,-0.0879817,-0.726755,0.0674365,0.8230388,2.228154,29.11418,0.0707994,5.993475,0.9364916,11.66172,0.0466557,1.744453,-0.1098831,-3.185805,0.1339635,1.740345,1.644907,15.60491,
21._at,0.2475927,8.210594,0.6483496,11.95749,0.2019204,6.61025,1.820721,23.11036,0.4497435,12.67637,1.8159,26.0208,0.2966007,4.155939,1.710567,23.12628,0.7490806,7.802704,1.972555,24.14375,0.4578137,7.179048,0.9181443,9.190021,0.0899289,2.052811,1.886782,24.57143,0.0520054,1.291425,1.874995,25.53274,0.7143654,9.899067,2.102659,27.44564,-0.0365817,-0.3058658,0.0510499,0.6213644,2.118351,30.56868,0.0775883,6.502081,0.8465312,11.08064,0.0356406,1.370372,-0.1114143,-3.359378,0.1734431,2.244568,1.37611,13.66936,
22._at,0.2471797,7.921331,0.5569976,10.05408,0.2129318,6.911441,1.642901,20.55411,0.4353906,12.30583,1.64587,25.11738,0.3153725,4.418602,1.553373,20.73751,0.7868447,8.236182,1.879157,22.80592,0.4051395,6.52639,0.6242012,8.048923,0.1000257,2.298138,1.761903,21.72915,0.0727113,1.840794,1.701042,25.69597,0.7987162,11.16469,1.972198,26.35343,0.0249349,0.2092936,0.04738,0.5789162,1.885072,27.20033,0.0790203,6.252458,0.7843404,12.17632,0.0355691,1.38261,-0.1002329,-3.182319,0.1506418,1.911774,1.244847,12.84458,
23._at,0.2746703,8.357223,0.4616796,8.250399,0.2440802,7.642434,1.484744,18.73523,0.460972,12.70255,1.494827,25.63782,0.2971146,4.123128,1.374075,18.47072,0.8361141,8.645888,1.817482,23.40231,0.3789117,6.232681,0.4193135,6.971656,0.0953345,2.065044,1.612599,22.89368,0.0931398,2.313363,1.596811,24.99189,0.8260217,11.62244,1.910519,25.68863,0.0734146,0.6105707,0.05775,0.7145436,1.883266,33.56776,0.0768129,5.92748,0.715602,11.13213,0.0302052,1.179822,-0.1016003,-3.155551,0.1752475,2.244143,1.065893,11.06667,
24._at,0.2654661,7.727618,0.4479834,6.894123,0.2547296,7.865612,1.527111,18.13442,0.4835338,12.91961,1.520946,24.87784,0.2527048,3.466112,1.405008,19.33133,0.899267,7.751334,1.823279,34.39428,0.3844768,6.21174,0.3834328,6.488923,0.0751976,1.796525,1.619807,24.08522,0.0936649,2.29333,1.605735,23.45514,0.8469545,11.92008,1.98257,32.18795,0.0462255,0.3947498,0.0901555,1.11373,1.846953,36.38906,0.0899096,7.042359,0.6941546,12.02979,0.0156327,0.5912914,-0.0707758,-1.924402,0.2295978,3.025033,1.072254,10.75874,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.191920912,,,,-0.920764091,,,,-0.133890751,,,,0.204638672,,,,0.223195236,,,,0.592938391,,,,0.285351969,,,,-0.712011554,,,,-0.557851997,,,,,,-0.45598255,,,,-0.608412472,,,,-0.508257085,,,,-0.601726192,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.011638074,0.523930744,0.163339336,2.613432193,0.025330653,0.654576364,0.247314815,2.297534986,0.063692369,1.453070574,0.233923289,2.981049141,0.043464039,0.588810756,0.250366828,2.557794362,0.115272466,1.084360605,0.162581385,3.155774146,0.057350691,0.794367304,0.299192234,1.021004794,0.024757774,0.455790171,0.21162954,1.869465467,0.04180798,1.001228687,0.235103451,2.58271456,0.076885084,1.188065592,0.224445145,2.948700627,0.056054651,0.468582308,0.038448706,0.451444698,0.271465661,5.718764721,0.024914327,2.315787671,0.142461334,1.476324889,0.018567619,,0.016348588,,0.05810981,,0.319462791,,std
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
